,time,open,high,low,close,tick_volume,spread,real_volume
0,2004-01-01 04:00:00,1.7858,1.7859,1.7858,1.7858,43,50,0
1,2004-01-01 08:00:00,1.7859,1.7859,1.7858,1.7859,33,50,0
2,2004-01-01 12:00:00,1.7858,1.7859,1.7858,1.7858,41,50,0
3,2004-01-01 16:00:00,1.7859,1.7862,1.7835,1.784,87,50,0
4,2004-01-01 20:00:00,1.7842,1.7851,1.7812999999999999,1.7839,202,50,0
5,2004-01-02 00:00:00,1.784,1.7869000000000002,1.7786,1.7793,1084,50,0
6,2004-01-02 04:00:00,1.7792,1.7841,1.779,1.7839,1157,50,0
7,2004-01-02 08:00:00,1.7837,1.7906,1.7837,1.7883,2034,50,0
8,2004-01-02 12:00:00,1.7882,1.791,1.7816,1.7907,2195,50,0
9,2004-01-02 16:00:00,1.7904,1.7952,1.7856,1.7927,2051,50,0
10,2004-01-02 20:00:00,1.7926,1.7942,1.7919,1.7932000000000001,1084,50,0
11,2004-01-05 00:00:00,1.7934999999999999,1.7968,1.7932000000000001,1.795,1309,50,0
12,2004-01-05 04:00:00,1.7949000000000002,1.7968,1.7949000000000002,1.796,1352,50,0
13,2004-01-05 08:00:00,1.7962,1.7995,1.7953999999999999,1.7976,2151,50,0
14,2004-01-05 12:00:00,1.7976999999999999,1.8061,1.7974,1.8054999999999999,2329,50,0
15,2004-01-05 16:00:00,1.8054999999999999,1.8106,1.8035,1.8068,2230,50,0
16,2004-01-05 20:00:00,1.8069,1.8089,1.8046,1.8068,1536,50,0
17,2004-01-06 00:00:00,1.8064,1.8082,1.8048,1.8074,1131,50,0
18,2004-01-06 04:00:00,1.8074,1.8125,1.8058999999999998,1.8119,1319,50,0
19,2004-01-06 08:00:00,1.812,1.8228,1.8111000000000002,1.821,2159,50,0
20,2004-01-06 12:00:00,1.8211,1.8281,1.8193000000000001,1.8216999999999999,2408,50,0
21,2004-01-06 16:00:00,1.8218,1.8256000000000001,1.8197,1.8243,2317,50,0
22,2004-01-06 20:00:00,1.8245,1.8262,1.8199999999999998,1.821,1763,50,0
23,2004-01-07 00:00:00,1.8207,1.822,1.8176,1.8189,1465,50,0
24,2004-01-07 04:00:00,1.8188,1.8216,1.8184,1.8215,1304,50,0
25,2004-01-07 08:00:00,1.8213,1.8262,1.8135,1.8159999999999998,2402,50,0
26,2004-01-07 12:00:00,1.8157999999999999,1.8213,1.812,1.8197999999999999,2260,50,0
27,2004-01-07 16:00:00,1.8197999999999999,1.8221,1.8172000000000001,1.8197,2020,50,0
28,2004-01-07 20:00:00,1.8197,1.8208,1.8165,1.8172000000000001,1747,50,0
29,2004-01-08 00:00:00,1.8173,1.8202,1.8129,1.8135,1663,50,0
30,2004-01-08 04:00:00,1.8136,1.8176,1.8128,1.8174000000000001,1545,50,0
31,2004-01-08 08:00:00,1.8173,1.8183,1.8107,1.8117999999999999,2207,50,0
32,2004-01-08 12:00:00,1.8119,1.8325,1.8105,1.8294000000000001,2604,50,0
33,2004-01-08 16:00:00,1.8293,1.8363,1.8279999999999998,1.8326,2251,50,0
34,2004-01-08 20:00:00,1.8326,1.8351,1.8308,1.8346,1537,50,0
